56,0.038959,0.004333,0.032823,-5.9684,79.81,80.121,10,242,2.36,6559.7,1.9347e+05,20,140,9.0372,63599,2.6712e+05,10,140,6.4325,24745,-1.0393e+05
56.5,0.047896,0.004574,0.035621,-5.9467,79.811,80.139,10,242,2.36,6558.2,1.9342e+05,22.705,140,9.5649,74923,3.1468e+05,10.902,140,6.8019,29902,-1.2559e+05
57,0.058601,0.004817,0.038543,-5.9201,79.814,80.157,10,242,2.36,6556.7,1.9338e+05,24.509,140,10.093,86273,3.6235e+05,12.705,140,7.3296,37498,-1.5749e+05
57.5,0.071078,0.005058,0.041528,-5.8878,79.817,80.177,10,242,2.36,6555.1,1.9333e+05,27.215,140,10.62,97652,4.1014e+05,15.411,140,7.8574,45091,-1.8938e+05
58,0.085294,0.005298,0.04456,-5.8489,79.821,80.199,10,242,2.36,6553.5,1.9328e+05,29.018,140,11.111,1.0847e+05,4.5556e+05,17.215,140,8.3851,52679,-2.2125e+05
58.5,0.10059,0.005534,0.047338,-5.8026,79.826,80.222,10,242,2.36,6552,1.9324e+05,30,140,11.114,1.0845e+05,4.5551e+05,19.92,140,8.9129,60578,-2.5443e+05
59,0.11667,0.005771,0.04955,-5.7486,79.832,80.246,10,242,2.36,6550.7,1.932e+05,30,140,11.114,1.0835e+05,4.5508e+05,21.724,140,9.4406,71852,-3.0178e+05
59.5,0.1337,0.006018,0.051249,-5.6864,79.84,80.271,10,242,2.36,6549.7,1.9317e+05,30,140,11.114,1.0824e+05,4.5462e+05,24.429,140,9.9684,83155,-3.4925e+05
60,0.15168,0.006283,0.052539,-5.6156,79.849,80.297,10,242,2.36,6548.9,1.9315e+05,30,140,11.114,1.0812e+05,4.5411e+05,26.233,140,10.496,94487,-3.9685e+05
60.5,0.17061,0.006566,0.053464,-5.5357,79.86,80.323,10,242,2.36,6548.1,1.9312e+05,30,140,11.114,1.0799e+05,4.5356e+05,28.938,140,11.024,1.0585e+05,-4.4456e+05
61,0.19011,0.006862,0.054225,-5.4462,79.871,80.35,10,242,2.36,6547.5,1.931e+05,30,140,11.114,1.0785e+05,4.5297e+05,30,140,11.114,1.0791e+05,-4.5322e+05
61.5,0.20944,0.007166,0.055134,-5.3471,79.885,80.378,10,242,2.36,6546.7,1.9308e+05,30,140,11.114,1.0771e+05,4.5237e+05,30,140,11.114,1.0777e+05,-4.5262e+05
62,0.22861,0.007469,0.056081,-5.2384,79.899,80.405,10,242,2.36,6546,1.9306e+05,30,140,11.114,1.0756e+05,4.5174e+05,30,140,11.114,1.0762e+05,-4.5201e+05
62.5,0.24763,0.007761,0.056981,-5.1204,79.915,80.434,10,242,2.36,6545.2,1.9304e+05,30,140,11.114,1.0741e+05,4.511e+05,30,140,11.114,1.0747e+05,-4.5139e+05
63,0.26652,0.008042,0.057798,-4.9929,79.933,80.462,10,242,2.36,6544.5,1.9302e+05,30,140,11.114,1.0725e+05,4.5045e+05,30,140,11.114,1.0732e+05,-4.5074e+05
63.5,0.28526,0.008318,0.058539,-4.8562,79.952,80.491,10,242,2.36,6543.8,1.93e+05,30,140,11.114,1.0709e+05,4.4977e+05,30,140,11.114,1.0716e+05,-4.5008e+05
64,0.30402,0.008594,0.059305,-4.7101,79.972,80.521,10,242,2.36,6543,1.9297e+05,30,140,11.378,1.1245e+05,4.7227e+05,30,140,11.114,1.07e+05,-4.494e+05
64.5,0.32386,0.008873,0.060654,-4.5546,79.993,80.551,10,242,2.36,6542,1.9294e+05,32.705,140,11.906,1.2812e+05,5.3809e+05,30,140,11.114,1.0682e+05,-4.4866e+05
65,0.34529,0.009154,0.06261,-4.3889,80.016,80.582,10,242,2.36,6540.6,1.929e+05,34.509,140,12.434,1.4395e+05,6.046e+05,30,140,11.378,1.1215e+05,-4.7101e+05
65.5,0.36936,0.009429,0.064504,-4.212,80.041,80.613,10,242,2.36,6539.1,1.9286e+05,37.215,140,12.961,1.5982e+05,6.7123e+05,32.705,140,11.906,1.2777e+05,-5.3663e+05
66,0.39641,0.009698,0.066163,-4.0224,80.067,80.646,10,242,2.36,6537.6,1.9281e+05,39.018,140,13.452,1.7487e+05,7.3444e+05,34.509,140,12.434,1.4353e+05,-6.0284e+05
66.5,0.4255,0.00997,0.067246,-3.8188,80.096,80.679,10,242,2.36,6536.2,1.9277e+05,40,140,13.455,1.7466e+05,7.3355e+05,37.215,140,12.961,1.5932e+05,-6.6915e+05
67,0.45592,0.010256,0.06757,-3.6006,80.126,80.713,10,242,2.36,6535,1.9274e+05,40,140,13.455,1.743e+05,7.3204e+05,39.018,140,13.452,1.743e+05,-7.3206e+05
67.5,0.48678,0.010475,0.067416,-3.3671,80.159,80.747,7.3334,242,1.2587,3570.5,1.0531e+05,40,140,13.455,1.7391e+05,7.3042e+05,40,140,13.455,1.7404e+05,-7.3095e+05
68,0.5174,0.010409,0.066198,-3.1184,80.194,80.78,2.0002,242,0.000729,2.4192,71.35,40,140,13.455,1.7351e+05,7.2873e+05,40,140,13.455,1.7364e+05,-7.2928e+05
68.5,0.54782,0.010345,0.064982,-2.8546,80.232,80.813,0,242,0,0,1e-06,40,140,13.455,1.7309e+05,7.2697e+05,40,140,13.455,1.7322e+05,-7.2754e+05
69,0.57807,0.010397,0.064211,-2.5759,80.272,80.845,0,242,0,0,0,40,140,13.455,1.7265e+05,7.2513e+05,40,140,13.455,1.7279e+05,-7.2572e+05
69.5,0.60815,0.0105,0.063604,-2.2822,80.314,80.877,0,242,0,0,0,40,140,13.455,1.7219e+05,7.232e+05,40,140,13.455,1.7234e+05,-7.2381e+05
70,0.63809,0.0106,0.062924,-1.9736,80.358,80.909,0,242,0,0,0,40,140,13.455,1.7171e+05,7.2119e+05,40,140,13.455,1.7186e+05,-7.2182e+05
70.5,0.66788,0.01067,0.062082,-1.6503,80.404,80.94,0,242,0,0,0,40,140,13.455,1.7121e+05,7.191e+05,40,140,13.455,1.7137e+05,-7.1975e+05
71,0.69751,0.010712,0.061105,-1.3123,80.452,80.971,0,242,0,0,0,40,140,13.455,1.707e+05,7.1694e+05,40,140,13.455,1.7086e+05,-7.176e+05
71.5,0.72697,0.010738,0.060062,-0.95973,80.503,81.001,0,242,0,0,0,40,140,13.455,1.7017e+05,7.1471e+05,40,140,13.455,1.7033e+05,-7.1539e+05
72,0.75626,0.010807,0.059207,-0.59257,80.555,81.031,0,242,0.78665,2084.4,61477,40,140,13.455,1.6963e+05,7.1243e+05,40,140,13.455,1.6979e+05,-7.1311e+05
72.5,0.78538,0.011179,0.059677,-0.21095,80.61,81.061,7.9998,242,2.3599,6425.4,1.895e+05,40,140,13.455,1.6907e+05,7.1008e+05,40,140,13.455,1.6924e+05,-7.1079e+05
73,0.81432,0.011825,0.061433,0.18508,80.666,81.091,13.333,242,3.9333,10767,3.1756e+05,40,140,13.455,1.6849e+05,7.0767e+05,40,140,13.455,1.6867e+05,-7.0842e+05
73.5,0.84308,0.01266,0.064186,0.59545,80.724,81.122,21.333,242,5.5065,15108,4.4559e+05,40,140,13.455,1.6791e+05,7.0521e+05,40,140,13.455,1.681e+05,-7.0601e+05
74,0.87169,0.013644,0.067785,1.0201,80.784,81.155,26.666,242,7.0799,19424,5.7288e+05,40,140,13.455,1.6731e+05,7.0269e+05,40,140,13.455,1.6751e+05,-7.0356e+05
74.5,0.90013,0.014772,0.072235,1.4589,80.845,81.19,34.666,242,8.6532,23737,7.0008e+05,40,140,13.455,1.6669e+05,7.0011e+05,40,140,13.455,1.6692e+05,-7.0107e+05
75,0.92842,0.016064,0.077613,1.9119,80.907,81.228,39.999,242,10.226,28047,8.2718e+05,40,140,13.455,1.6607e+05,6.9749e+05,40,140,13.455,1.6632e+05,-6.9854e+05
75.5,0.95657,0.017779,0.084986,2.379,80.97,81.268,47.999,242,11.774,38255,1.1283e+06,40,140,13.455,1.6543e+05,6.948e+05,40,140,13.455,1.6571e+05,-6.9598e+05
76,0.98457,0.019709,0.093584,2.8602,81.035,81.313,50,242,11.8,38361,1.1314e+06,40,140,13.455,1.6478e+05,6.9206e+05,40,140,13.455,1.6509e+05,-6.9338e+05
76.5,1.012,0.021404,0.10122,3.3553,81.1,81.361,50,242,11.8,38257,1.1283e+06,39.098,140,13.086,1.5351e+05,6.4475e+05,40,140,13.455,1.6447e+05,-6.9077e+05
77,1.0379,0.022983,0.10779,3.8638,81.165,81.414,50,242,11.8,38160,1.1255e+06,37.295,140,12.558,1.3741e+05,5.7714e+05,40,140,13.455,1.6388e+05,-6.8828e+05
77.5,1.0618,0.024576,0.114,4.3848,81.232,81.469,50,242,11.8,38066,1.1227e+06,34.589,140,12.03,1.215e+05,5.103e+05,39.098,140,13.086,1.5275e+05,-6.4153e+05
78,1.0826,0.026247,0.12071,4.9171,81.298,81.528,50,242,11.8,37974,1.12e+06,32.785,140,11.502,1.0578e+05,4.4428e+05,37.295,140,12.558,1.3683e+05,-5.7467e+05
78.5,1.1005,0.027994,0.12794,5.4591,81.365,81.59,50,242,11.8,37883,1.1173e+06,30.08,140,11.114,96186,4.0398e+05,34.589,140,12.03,1.2109e+05,-5.0858e+05
79,1.1166,0.029778,0.13593,6.0097,81.432,81.656,50,242,11.8,37791,1.1146e+06,30,140,11.114,95899,4.0278e+05,32.785,140,11.502,1.0551e+05,-4.4313e+05
79.5,1.1313,0.031547,0.14444,6.568,81.498,81.726,50,242,11.8,37698,1.1118e+06,30,140,11.114,95634,4.0166e+05,30.08,140,10.975,93363,-3.9213e+05
80,1.1449,0.033269,0.15309,7.1336,81.563,81.8,50,242,11.8,37606,1.1091e+06,30,140,11.114,95383,4.0061e+05,28.276,140,10.447,82407,-3.4611e+05
80.5,1.1575,0.034965,0.16185,7.7059,81.628,81.879,50,242,11.8,37515,1.1064e+06,30,140,11.114,95150,3.9963e+05,25.571,140,9.919,71537,-3.0046e+05
81,1.169,0.036644,0.17076,8.2843,81.692,81.962,50,242,11.8,37426,1.1038e+06,30,140,11.114,94934,3.9872e+05,23.767,140,9.3913,60749,-2.5515e+05
81.5,1.1794,0.038315,0.1799,8.8684,81.755,82.049,50,242,11.8,37338,1.1012e+06,30,140,11.114,94737,3.9789e+05,21.062,140,8.8635,50038,-2.1016e+05
82,1.1889,0.039982,0.18921,9.4575,81.817,82.142,50,242,11.8,37251,1.0986e+06,30,140,11.114,94556,3.9713e+05,19.258,140,8.3358,43073,-1.8091e+05
82.5,1.1977,0.041646,0.19864,10.051,81.878,82.238,50,242,11.8,37165,1.0961e+06,30,140,11.114,94387,3.9643e+05,16.553,140,7.808,36274,-1.5235e+05
83,1.2058,0.043307,0.20821,10.65,81.937,82.34,50,242,11.8,37081,1.0936e+06,30,140,11.114,94231,3.9577e+05,14.749,140,7.2803,29516,-1.2397e+05
83.5,1.2132,0.044961,0.21795,11.252,81.996,82.447,50,242,11.8,36997,1.0912e+06,30,140,11.114,94087,3.9516e+05,12.044,140,6.7525,22794,-95735
84,1.2198,0.046607,0.22779,11.858,82.052,82.558,50,242,11.8,36915,1.0887e+06,30,140,10.85,88866,3.7324e+05,10.24,140,6.2248,16429,-69001
84.5,1.2251,0.048241,0.23724,12.468,82.107,82.674,50,242,11.8,36839,1.0865e+06,27.295,140,10.323,78198,3.2843e+05,7.5347,140,5.697,12512,-52548
85,1.2289,0.049865,0.24628,13.079,82.161,82.795,50,242,11.8,36770,1.0845e+06,25.491,140,9.7948,67602,2.8393e+05,5.7311,140,5.1693,8620,-36204
85.5,1.2312,0.051482,0.25503,13.693,82.212,82.92,50,242,11.8,36706,1.0826e+06,22.785,140,9.267,57071,2.397e+05,3.0256,140,4.6415,4746.6,-19936
86,1.2322,0.053094,0.26357,14.307,82.261,83.05,50,242,11.8,36648,1.0809e+06,20.982,140,8.7764,47709,2.0038e+05,1.222,140,4.1138,883.64,-3711.3
86.5,1.2325,0.0547,0.27222,14.922,82.308,83.184,50,242,11.8,36592,1.0792e+06,20,140,8.7733,47651,2.0013e+05,-2.0317,140,3.586,-1193.1,5010.9
87,1.233,0.0563,0.28082,15.538,82.353,83.322,50,242,11.8,36535,1.0775e+06,20,140,8.7733,47637,2.0007e+05,-4.5019,140,3.0583,3065.5,-12875
87.5,1.2339,0.057894,0.28911,16.153,82.396,83.464,50,242,11.8,36477,1.0758e+06,20,140,8.7733,47617,1.9999e+05,-8.2072,140,2.5305,7333,-30799
88,1.2353,0.059486,0.29707,16.77,82.436,83.611,50,242,11.8,36420,1.0741e+06,20,140,8.7733,47592,1.9989e+05,-10.677,140,2.0028,11624,-48821
88.5,1.2371,0.061081,0.30472,17.388,82.474,83.761,50,242,11.8,36363,1.0724e+06,20,140,8.7733,47564,1.9977e+05,-14.383,140,1.475,15951,-66994
89,1.239,0.062682,0.31217,18.007,82.509,83.915,50,242,11.8,36306,1.0708e+06,20,140,8.7733,47535,1.9964e+05,-16.853,140,0.94729,8461.8,-35539
89.5,1.2383,0.064503,0.32192,18.626,82.543,84.074,52.667,242,12.901,43699,1.2888e+06,20,140,8.7733,47536,1.9965e+05,-20.558,140,0.41955,-27818,1.1684e+05
90,1.234,0.067063,0.33688,19.244,82.573,84.238,58,242,14.159,52714,1.5547e+06,20,140,8.7733,47577,1.9982e+05,-23.029,140,-0.1082,-63934,2.6852e+05
90.5,1.2261,0.069793,0.35472,19.86,82.6,84.411,62.667,242,15.261,60308,1.7787e+06,20,140,8.7733,47656,2.0016e+05,-26.734,140,-0.63596,-99526,4.1801e+05
91,1.2149,0.073076,0.37683,20.471,82.623,84.593,68,242,16.519,72552,2.1398e+06,20,140,8.7733,47770,2.0063e+05,-29.204,140,-1.0357,-1.264e+05,5.3089e+05
91.5,1.2029,0.07624,0.39876,21.076,82.641,84.787,70,242,16.52,72546,2.1396e+06,20,140,8.7733,47890,2.0114e+05,-30,140,-1.0359,-1.2546e+05,5.2694e+05
92,1.1911,0.079016,0.41863,21.676,82.656,84.991,70,242,16.52,72536,2.1393e+06,20,140,8.7733,48004,2.0162e+05,-30,140,-1.0359,-1.2456e+05,5.2316e+05
92.5,1.1796,0.081683,0.43772,22.27,82.666,85.205,70,242,16.52,72525,2.139e+06,20,140,8.7733,48115,2.0208e+05,-30,140,-1.0359,-1.2369e+05,5.1952e+05
93,1.1682,0.084444,0.45707,22.858,82.673,85.429,70,242,16.52,72510,2.1385e+06,20,140,8.7733,48224,2.0254e+05,-30,140,-1.0359,-1.2284e+05,5.1594e+05
93.5,1.1569,0.087359,0.47704,23.441,82.675,85.662,70,242,16.52,72489,2.1379e+06,20,140,8.7733,48331,2.0299e+05,-30,140,-1.0359,-1.2199e+05,5.1237e+05
94,1.1457,0.090396,0.49745,24.018,82.673,85.906,70,242,16.52,72464,2.1372e+06,20,140,8.7733,48438,2.0344e+05,-30,140,-1.0359,-1.2114e+05,5.0878e+05
94.5,1.1346,0.093485,0.51801,24.59,82.667,86.159,70,242,16.52,72435,2.1363e+06,20,140,8.7733,48546,2.0389e+05,-30,140,-1.0359,-1.2028e+05,5.0517e+05
95,1.1235,0.096586,0.53843,25.156,82.656,86.423,70,242,16.52,72405,2.1354e+06,20,140,8.7733,48655,2.0435e+05,-30,140,-1.0359,-1.1942e+05,5.0156e+05
95.5,1.1125,0.099745,0.55863,25.717,82.64,86.697,70,242,16.52,72372,2.1345e+06,20,140,8.7733,48763,2.0481e+05,-30,140,-1.0359,-1.1856e+05,4.9796e+05
96,1.1016,0.10286,0.57846,26.273,82.62,86.981,70,242,16.52,72338,2.1335e+06,20,140,8.7733,48871,2.0526e+05,-30,140,-1.0359,-1.1771e+05,4.944e+05
96.5,1.0909,0.10594,0.59796,26.823,82.595,87.275,70,242,16.52,72301,2.1324e+06,20,140,8.7733,48977,2.057e+05,-30,140,-1.0359,-1.1688e+05,4.909e+05
97,1.0802,0.10901,0.61719,27.367,82.566,87.579,70,242,16.52,72263,2.1312e+06,20,140,8.7733,49082,2.0614e+05,-30,140,-1.0359,-1.1606e+05,4.8746e+05
97.5,1.0697,0.11207,0.63618,27.907,82.532,87.892,70,242,16.52,72222,2.13e+06,20,140,8.7733,49184,2.0657e+05,-30,140,-1.0359,-1.1526e+05,4.841e+05
98,1.0593,0.11513,0.65492,28.44,82.493,88.215,70,242,16.52,72178,2.1287e+06,20,140,8.7733,49284,2.0699e+05,-30,140,-1.0359,-1.1448e+05,4.808e+05
98.5,1.049,0.11819,0.67344,28.969,82.45,88.547,70,242,16.52,72133,2.1274e+06,20,140,8.7733,49382,2.0741e+05,-30,140,-1.0359,-1.137e+05,4.7756e+05
99,1.0389,0.12111,0.69088,29.492,82.401,88.888,70,242,15.733,64726,1.909e+06,20,140,8.7733,49479,2.0781e+05,-30,140,-1.0359,-1.1295e+05,4.7441e+05
99.5,1.029,0.12306,0.70364,30.01,82.349,89.237,62,242,14.16,51867,1.5297e+06,20,140,8.7733,49577,2.0822e+05,-30,140,-1.0359,-1.1224e+05,4.7143e+05
100,1.0192,0.12435,0.71285,30.523,82.292,89.591,56.667,242,12.587,40278,1.1879e+06,20,140,8.7733,49676,2.0864e+05,-30,140,-1.0359,-1.1156e+05,4.6857e+05
100.5,1.0096,0.1252,0.71943,31.03,82.232,89.949,48.667,242,11.013,28828,8.5023e+05,20,140,8.7733,49775,2.0906e+05,-30,140,-1.0359,-1.1091e+05,4.658e+05
101,1.0001,0.12579,0.72412,31.532,82.168,90.31,43.334,242,9.4662,21793,6.4274e+05,20,140,8.7733,49875,2.0948e+05,-30,140,-1.0359,-1.1026e+05,4.6311e+05
101.5,0.99071,0.12672,0.72938,32.029,82.1,90.673,40,242,9.44,21711,6.4032e+05,20,140,8.7733,49974,2.0989e+05,-30,140,-1.0359,-1.0963e+05,4.6043e+05
102,0.98152,0.12792,0.73529,32.521,82.029,91.039,40,242,9.44,21683,6.395e+05,20,140,9.0372,54617,2.2939e+05,-30,140,-1.0359,-1.09e+05,4.5781e+05
102.5,0.97331,0.12913,0.74125,33.008,81.954,91.409,40,242,9.44,21652,6.3858e+05,22.705,140,9.5649,65486,2.7504e+05,-30,140,-1.0359,-1.0845e+05,4.5547e+05
103,0.96625,0.13021,0.74675,33.491,81.876,91.781,40,242,9.44,21621,6.3768e+05,24.509,140,10.093,76392,3.2085e+05,-30,140,-1.0359,-1.0797e+05,4.5347e+05
103.5,0.95964,0.13116,0.75206,33.97,81.794,92.155,40,242,9.44,21592,6.3682e+05,27.215,140,10.62,87344,3.6684e+05,-31.235,140,-1.4053,-1.2596e+05,5.2904e+05
104,0.95228,0.13202,0.75787,34.445,81.709,92.533,40,242,9.44,21562,6.3591e+05,29.018,140,11.148,98361,4.1312e+05,-33.705,140,-1.933,-1.3823e+05,5.8057e+05
104.5,0.94525,0.13286,0.7638,34.916,81.62,92.913,40,242,9.44,21530,6.3498e+05,31.724,140,11.676,1.1182e+05,4.6966e+05,-37.411,140,-2.4608,-1.4737e+05,6.1893e+05
105,0.93899,0.13372,0.77,35.382,81.528,93.296,40,242,9.44,21495,6.3396e+05,33.527,140,12.204,1.274e+05,5.351e+05,-39.881,140,-2.745,-1.5231e+05,6.3969e+05
105.5,0.93421,0.13466,0.77617,35.846,81.432,93.683,40,242,9.44,21459,6.3288e+05,36.233,140,12.731,1.4303e+05,6.0074e+05,-40,140,-2.745,-1.5191e+05,6.3802e+05
106,0.93104,0.13565,0.78249,36.306,81.333,94.073,40,242,9.44,21419,6.3172e+05,38.036,140,13.259,1.587e+05,6.6655e+05,-40,140,-2.745,-1.5164e+05,6.3689e+05
106.5,0.92914,0.13668,0.78897,36.765,81.231,94.465,40,242,9.44,21378,6.305e+05,40,140,13.455,1.6486e+05,6.9239e+05,-40,140,-2.745,-1.5147e+05,6.3616e+05
107,0.92734,0.13772,0.79517,37.222,81.124,94.861,40,242,9.44,21338,6.2932e+05,40,140,13.455,1.6489e+05,6.9252e+05,-40,140,-2.745,-1.513e+05,6.3545e+05
107.5,0.92553,0.13877,0.8012,37.677,81.015,95.26,40,242,9.44,21299,6.2818e+05,40,140,13.455,1.6492e+05,6.9265e+05,-40,140,-2.745,-1.5112e+05,6.3471e+05
108,0.92373,0.13983,0.80717,38.131,80.901,95.662,40,242,9.44,21261,6.2704e+05,40,140,13.455,1.6495e+05,6.928e+05,-40,140,-2.745,-1.5094e+05,6.3396e+05
108.5,0.92195,0.1409,0.81311,38.583,80.784,96.068,40,242,9.44,21222,6.2591e+05,40,140,13.455,1.6498e+05,6.9294e+05,-40,140,-2.745,-1.5076e+05,6.3321e+05
109,0.9202,0.14197,0.81902,39.033,80.663,96.476,40,242,9.44,21184,6.2479e+05,40,140,13.455,1.6502e+05,6.9307e+05,-40,140,-2.745,-1.5059e+05,6.3247e+05
109.5,0.91848,0.14303,0.82496,39.481,80.539,96.886,40,242,9.44,21146,6.2367e+05,40,140,13.455,1.6505e+05,6.932e+05,-40,140,-2.745,-1.5042e+05,6.3176e+05
110,0.91682,0.14407,0.83098,39.927,80.411,97.3,40,242,9.44,21108,6.2254e+05,40,140,13.455,1.6507e+05,6.9331e+05,-40,140,-2.745,-1.5026e+05,6.3109e+05
110.5,0.91518,0.14511,0.83688,40.372,80.28,97.717,40,242,9.44,21071,6.2143e+05,40,140,13.455,1.651e+05,6.9342e+05,-40,140,-2.745,-1.501e+05,6.3044e+05
111,0.91356,0.14616,0.84266,40.815,80.144,98.137,40,242,9.44,21033,6.2034e+05,40,140,13.455,1.6513e+05,6.9353e+05,-40,140,-2.745,-1.4995e+05,6.2981e+05
111.5,0.91197,0.14721,0.84834,41.256,80.005,98.56,40,242,9.44,20997,6.1925e+05,40,140,13.455,1.6515e+05,6.9363e+05,-40,140,-2.745,-1.4981e+05,6.2919e+05
112,0.9104,0.14827,0.85393,41.694,79.863,98.985,40,242,9.44,20960,6.1818e+05,40,140,13.455,1.6518e+05,6.9374e+05,-40,140,-2.745,-1.4966e+05,6.2858e+05
112.5,0.90884,0.14932,0.85946,42.132,79.717,99.414,40,242,9.44,20924,6.1712e+05,40,140,13.455,1.652e+05,6.9384e+05,-40,140,-2.745,-1.4952e+05,6.2796e+05
113,0.90729,0.15038,0.86492,42.567,79.567,99.845,40,242,9.44,20889,6.1607e+05,40,140,13.455,1.6523e+05,6.9395e+05,-40,140,-2.745,-1.4937e+05,6.2735e+05
113.5,0.90576,0.1515,0.87059,43,79.413,100.28,42.667,242,10.541,23974,7.0707e+05,40,140,13.455,1.6525e+05,6.9405e+05,-40,140,-2.745,-1.4922e+05,6.2673e+05
114,0.90424,0.15329,0.87903,43.431,79.256,100.72,48,242,12.115,35464,1.0459e+06,40,140,13.455,1.6527e+05,6.9413e+05,-40,140,-2.745,-1.4906e+05,6.2605e+05
114.5,0.90275,0.15583,0.89088,43.86,79.094,101.16,56,242,13.688,47078,1.3885e+06,40,140,13.455,1.6528e+05,6.9419e+05,-40,140,-2.745,-1.4888e+05,6.2529e+05
